lead_id,created_at,country,timezone_utc_offset,segment,channel,company_size_band,estimated_team_size,buyer_role,expected_mrr_usd,business_hours_start_local,business_hours_end_local
L104031,2026-04-25,DOM,-4,AccountantFirm,Outbound,11-50,39,Partner,332.65,9,18
L104032,2026-02-18,MEX,-6,SMB,Marketplace,2-10,9,Owner,69.15,8,18
L104033,2026-06-18,PER,-5,SMB,Partner Program,2-10,7,Operations,80.06,8,18
L104034,2026-06-27,PER,-5,AccountantFirm,Organic,51-200,118,Senior Accountant,435.81,9,18
L104035,2026-06-27,CRI,-6,SMB,Organic,11-50,44,Operations,199.81,8,18
L104036,2026-05-14,CRI,-6,AccountantFirm,Partner Program,Solo,1,Partner,49.0,9,18
L104037,2026-01-08,MEX,-6,SMB,Organic,Solo,1,Finance Lead,43.04,8,18
L104038,2026-03-08,MEX,-6,SMB,Paid Search,11-50,35,Owner,187.62,8,18
L104039,2026-03-22,MEX,-6,AccountantFirm,Paid Search,51-200,167,Firm Owner,895.23,9,18
L104040,2026-06-23,CRI,-6,SMB,Organic,2-10,10,Owner,106.54,8,18
L104041,2026-04-10,COL,-5,SMB,Organic,Solo,1,Finance Lead,33.85,8,18
L104042,2026-04-08,COL,-5,AccountantFirm,Partner Program,2-10,4,Partner,294.08,9,18
L104043,2026-01-27,COL,-5,SMB,Outbound,2-10,3,Operations,53.36,8,18
L104044,2026-05-24,MEX,-6,SMB,Paid Search,2-10,3,Owner,46.05,8,18
L104045,2026-03-02,DOM,-4,SMB,Organic,2-10,7,Finance Lead,55.05,8,18
L104046,2026-01-17,COL,-5,SMB,Webinar,Solo,1,Operations,29.69,8,18
L104047,2026-06-28,MEX,-6,SMB,Paid Search,2-10,9,Owner,60.76,8,18
L104048,2026-02-04,MEX,-6,SMB,Referral,51-200,197,Finance Lead,576.02,8,18
L104049,2026-01-03,CRI,-6,SMB,Webinar,11-50,12,Owner,215.48,8,18
L104050,2026-01-15,COL,-5,AccountantFirm,Outbound,2-10,2,Senior Accountant,208.58,9,18
L104051,2026-03-23,COL,-5,SMB,Paid Search,11-50,38,Owner,111.1,8,18
L104052,2026-01-19,DOM,-4,SMB,Organic,2-10,4,Owner,71.23,8,18
L104053,2026-06-02,MEX,-6,SMB,Outbound,11-50,30,Owner,203.51,8,18
L104054,2026-04-03,CRI,-6,AccountantFirm,Outbound,Solo,1,Firm Owner,115.21,9,18
L104055,2026-02-28,MEX,-6,SMB,Marketplace,Solo,1,Owner,48.07,8,18
L104056,2026-01-01,PER,-5,AccountantFirm,Marketplace,2-10,2,Firm Owner,161.08,9,18
L104057,2026-03-28,COL,-5,SMB,Marketplace,11-50,14,Owner,203.55,8,18
L104058,2026-01-28,MEX,-6,SMB,Organic,11-50,32,Operations,124.55,8,18
L104059,2026-06-27,PER,-5,AccountantFirm,Organic,Solo,1,Partner,84.8,9,18
L104060,2026-02-22,COL,-5,AccountantFirm,Referral,11-50,38,Firm Owner,136.62,9,18
L104061,2026-03-27,CRI,-6,SMB,Paid Search,2-10,9,Owner,76.92,8,18
L104062,2026-01-04,COL,-5,SMB,Marketplace,11-50,30,Owner,170.51,8,18
L104063,2026-01-24,MEX,-6,SMB,Paid Search,2-10,7,Finance Lead,70.04,8,18
L104064,2026-02-07,COL,-5,SMB,Paid Search,2-10,9,Owner,107.15,8,18
L104065,2026-01-10,MEX,-6,AccountantFirm,Webinar,51-200,115,Senior Accountant,718.8,9,18
L104066,2026-05-12,CRI,-6,AccountantFirm,Referral,2-10,3,Firm Owner,214.94,9,18
L104067,2026-06-21,COL,-5,SMB,Organic,2-10,9,Owner,75.64,8,18
L104068,2026-06-28,COL,-5,SMB,Paid Search,Solo,1,Operations,32.04,8,18
L104069,2026-02-18,MEX,-6,SMB,Organic,2-10,2,Operations,80.44,8,18
L104070,2026-05-23,COL,-5,SMB,Webinar,11-50,22,Operations,169.0,8,18
L104071,2026-04-02,MEX,-6,AccountantFirm,Outbound,2-10,3,Firm Owner,224.61,9,18
L104072,2026-01-09,PER,-5,SMB,Webinar,Solo,1,Finance Lead,27.19,8,18
L104073,2026-01-17,COL,-5,SMB,Marketplace,Solo,1,Operations,48.44,8,18
L104074,2026-04-10,MEX,-6,SMB,Marketplace,Solo,1,Owner,44.1,8,18
L104075,2026-03-18,MEX,-6,AccountantFirm,Webinar,Solo,1,Partner,145.53,9,18
L104076,2026-01-02,COL,-5,SMB,Webinar,2-10,7,Owner,59.82,8,18
L104077,2026-06-18,COL,-5,SMB,Paid Search,11-50,21,Finance Lead,182.4,8,18
L104078,2026-05-13,DOM,-4,SMB,Paid Search,2-10,5,Owner,50.88,8,18
L104079,2026-04-01,DOM,-4,SMB,Organic,11-50,37,Operations,202.46,8,18
L104080,2026-06-28,CRI,-6,SMB,Marketplace,2-10,4,Owner,75.41,8,18
L104081,2026-06-25,MEX,-6,SMB,Webinar,11-50,25,Finance Lead,153.51,8,18
L104082,2026-06-26,MEX,-6,SMB,Outbound,2-10,6,Owner,77.93,8,18
L104083,2026-02-16,PER,-5,SMB,Referral,2-10,3,Owner,74.08,8,18
L104084,2026-06-09,PER,-5,AccountantFirm,Outbound,2-10,10,Senior Accountant,212.83,9,18
L104085,2026-04-02,PER,-5,SMB,Webinar,2-10,10,Owner,59.12,8,18
L104086,2026-05-12,COL,-5,SMB,Outbound,Solo,1,Owner,40.99,8,18
L104087,2026-06-05,PER,-5,SMB,Paid Search,11-50,39,Owner,145.57,8,18
L104088,2026-01-30,CRI,-6,AccountantFirm,Outbound,51-200,67,Senior Accountant,902.17,9,18
L104089,2026-03-23,CRI,-6,AccountantFirm,Outbound,2-10,6,Senior Accountant,167.06,9,18
L104090,2026-01-24,DOM,-4,AccountantFirm,Partner Program,11-50,25,Firm Owner,331.92,9,18
L104091,2026-02-20,PER,-5,SMB,Paid Search,11-50,17,Owner,169.88,8,18
L104092,2026-03-16,MEX,-6,SMB,Paid Search,2-10,9,Owner,56.9,8,18
L104093,2026-06-04,DOM,-4,SMB,Paid Search,2-10,5,Operations,75.61,8,18
L104094,2026-06-06,DOM,-4,SMB,Partner Program,2-10,7,Owner,32.81,8,18
L104095,2026-03-12,DOM,-4,SMB,Webinar,11-50,38,Finance Lead,104.63,8,18
L104096,2026-03-01,CRI,-6,SMB,Organic,Solo,1,Owner,43.68,8,18
L104097,2026-04-07,COL,-5,SMB,Organic,Solo,1,Owner,34.77,8,18
L104098,2026-06-15,MEX,-6,SMB,Marketplace,11-50,23,Owner,245.28,8,18
L104099,2026-06-26,MEX,-6,SMB,Paid Search,2-10,5,Owner,78.26,8,18
L104100,2026-02-11,DOM,-4,SMB,Paid Search,Solo,1,Owner,36.63,8,18
L104101,2026-02-03,DOM,-4,AccountantFirm,Referral,Solo,1,Senior Accountant,49.0,9,18
L104102,2026-05-08,CRI,-6,SMB,Paid Search,2-10,10,Operations,32.54,8,18
L104103,2026-02-24,CRI,-6,AccountantFirm,Referral,2-10,9,Partner,146.91,9,18
L104104,2026-02-06,MEX,-6,SMB,Referral,2-10,6,Owner,103.2,8,18
L104105,2026-01-06,COL,-5,AccountantFirm,Outbound,2-10,6,Senior Accountant,216.69,9,18
L104106,2026-03-14,DOM,-4,AccountantFirm,Marketplace,Solo,1,Partner,78.54,9,18
L104107,2026-03-12,PER,-5,SMB,Outbound,Solo,1,Owner,28.37,8,18
L104108,2026-04-12,DOM,-4,AccountantFirm,Referral,2-10,2,Senior Accountant,71.07,9,18
L104109,2026-02-06,PER,-5,SMB,Webinar,51-200,81,Owner,405.06,8,18
L104110,2026-05-10,PER,-5,SMB,Referral,2-10,2,Finance Lead,81.43,8,18
L104111,2026-05-04,MEX,-6,AccountantFirm,Webinar,2-10,9,Firm Owner,197.14,9,18
L104112,2026-03-25,DOM,-4,SMB,Referral,11-50,48,Operations,230.87,8,18
L104113,2026-02-02,MEX,-6,SMB,Organic,2-10,3,Owner,66.5,8,18
L104114,2026-04-02,MEX,-6,SMB,Paid Search,Solo,1,Finance Lead,38.73,8,18
L104115,2026-05-03,COL,-5,SMB,Marketplace,Solo,1,Finance Lead,39.75,8,18
L104116,2026-03-09,COL,-5,SMB,Organic,2-10,4,Owner,101.91,8,18
L104117,2026-02-17,COL,-5,SMB,Organic,Solo,1,Operations,30.39,8,18
L104118,2026-04-02,DOM,-4,SMB,Paid Search,2-10,5,Finance Lead,60.94,8,18
L104119,2026-03-06,COL,-5,SMB,Organic,11-50,43,Owner,145.25,8,18
L104120,2026-03-14,MEX,-6,SMB,Organic,51-200,112,Finance Lead,411.62,8,18
L104121,2026-03-05,MEX,-6,SMB,Organic,2-10,2,Operations,84.06,8,18
L104122,2026-02-24,MEX,-6,SMB,Marketplace,11-50,34,Owner,156.71,8,18
L104123,2026-05-10,PER,-5,SMB,Organic,2-10,3,Owner,47.29,8,18
L104124,2026-03-25,MEX,-6,SMB,Webinar,Solo,1,Finance Lead,36.12,8,18
L104125,2026-03-26,COL,-5,AccountantFirm,Referral,2-10,7,Senior Accountant,139.96,9,18
L104126,2026-04-29,PER,-5,AccountantFirm,Webinar,2-10,9,Senior Accountant,168.1,9,18
L104127,2026-03-07,CRI,-6,SMB,Referral,51-200,61,Owner,545.77,8,18
L104128,2026-01-19,DOM,-4,SMB,Paid Search,11-50,50,Owner,191.83,8,18
L104129,2026-06-04,CRI,-6,AccountantFirm,Organic,11-50,37,Senior Accountant,489.39,9,18
L104130,2026-01-11,COL,-5,AccountantFirm,Outbound,2-10,2,Partner,159.65,9,18
L104131,2026-04-14,CRI,-6,SMB,Referral,11-50,19,Finance Lead,250.17,8,18
L104132,2026-02-18,COL,-5,SMB,Referral,Solo,1,Owner,35.93,8,18
L104133,2026-02-08,MEX,-6,SMB,Paid Search,2-10,3,Owner,49.49,8,18
L104134,2026-01-08,COL,-5,SMB,Outbound,2-10,9,Operations,51.17,8,18
L104135,2026-06-12,CRI,-6,AccountantFirm,Referral,11-50,39,Partner,490.66,9,18
L104136,2026-03-19,COL,-5,SMB,Organic,Solo,1,Operations,39.92,8,18
L104137,2026-03-04,COL,-5,SMB,Organic,2-10,5,Owner,78.09,8,18
L104138,2026-05-15,COL,-5,SMB,Marketplace,2-10,6,Owner,52.27,8,18
L104139,2026-01-08,DOM,-4,AccountantFirm,Organic,11-50,24,Senior Accountant,363.67,9,18
L104140,2026-04-13,COL,-5,SMB,Organic,51-200,111,Owner,426.68,8,18
L104141,2026-03-31,MEX,-6,AccountantFirm,Referral,51-200,146,Partner,616.27,9,18
L104142,2026-04-11,COL,-5,SMB,Marketplace,11-50,18,Operations,207.91,8,18
L104143,2026-01-23,CRI,-6,SMB,Paid Search,11-50,41,Owner,135.12,8,18
L104144,2026-06-22,COL,-5,SMB,Partner Program,2-10,10,Owner,90.55,8,18
L104145,2026-02-13,PER,-5,SMB,Referral,2-10,10,Owner,64.14,8,18
L104146,2026-05-03,COL,-5,AccountantFirm,Webinar,11-50,17,Partner,531.18,9,18
L104147,2026-05-16,COL,-5,SMB,Organic,2-10,5,Owner,66.21,8,18
L104148,2026-03-04,COL,-5,SMB,Paid Search,2-10,4,Owner,70.53,8,18
L104149,2026-01-24,COL,-5,SMB,Webinar,2-10,7,Owner,70.94,8,18
L104150,2026-02-23,MEX,-6,SMB,Webinar,2-10,4,Owner,98.76,8,18
L104151,2026-05-27,COL,-5,SMB,Organic,11-50,26,Operations,204.89,8,18
L104152,2026-06-14,PER,-5,AccountantFirm,Organic,51-200,71,Firm Owner,671.24,9,18
L104153,2026-06-19,MEX,-6,SMB,Marketplace,11-50,33,Finance Lead,194.58,8,18
L104154,2026-02-10,COL,-5,SMB,Marketplace,2-10,6,Owner,69.49,8,18
L104155,2026-04-20,MEX,-6,SMB,Referral,11-50,33,Operations,214.32,8,18
L104156,2026-01-28,COL,-5,SMB,Organic,11-50,24,Operations,177.55,8,18
L104157,2026-05-09,COL,-5,SMB,Paid Search,11-50,41,Finance Lead,164.34,8,18
L104158,2026-03-17,COL,-5,SMB,Referral,11-50,35,Operations,271.69,8,18
L104159,2026-05-10,COL,-5,SMB,Referral,2-10,3,Operations,101.67,8,18
L104160,2026-05-05,COL,-5,SMB,Marketplace,2-10,5,Finance Lead,73.78,8,18
L104161,2026-06-29,PER,-5,AccountantFirm,Organic,Solo,1,Partner,76.06,9,18
L104162,2026-03-30,DOM,-4,AccountantFirm,Partner Program,11-50,37,Partner,274.59,9,18
L104163,2026-03-03,PER,-5,SMB,Outbound,Solo,1,Owner,27.66,8,18
L104164,2026-04-06,COL,-5,SMB,Paid Search,11-50,15,Owner,222.49,8,18
L104165,2026-01-30,PER,-5,SMB,Outbound,Solo,1,Operations,20.87,8,18
L104166,2026-01-21,MEX,-6,SMB,Paid Search,Solo,1,Owner,34.21,8,18
L104167,2026-04-04,COL,-5,SMB,Webinar,11-50,25,Operations,209.4,8,18
L104168,2026-05-30,CRI,-6,SMB,Outbound,2-10,9,Finance Lead,82.39,8,18
L104169,2026-04-07,COL,-5,AccountantFirm,Webinar,2-10,5,Partner,179.53,9,18
L104170,2026-05-22,MEX,-6,SMB,Organic,2-10,6,Owner,58.26,8,18
L104171,2026-02-02,CRI,-6,SMB,Marketplace,2-10,8,Finance Lead,48.59,8,18
L104172,2026-03-23,DOM,-4,SMB,Referral,11-50,23,Owner,215.47,8,18
L104173,2026-04-21,MEX,-6,SMB,Paid Search,2-10,9,Owner,58.18,8,18
L104174,2026-03-04,MEX,-6,SMB,Outbound,51-200,53,Finance Lead,455.07,8,18
L104175,2026-01-03,COL,-5,SMB,Paid Search,2-10,6,Owner,48.46,8,18
L104176,2026-01-14,PER,-5,SMB,Marketplace,11-50,34,Owner,215.97,8,18
L104177,2026-06-17,COL,-5,AccountantFirm,Partner Program,2-10,4,Partner,196.52,9,18
L104178,2026-04-20,COL,-5,AccountantFirm,Organic,2-10,9,Senior Accountant,140.85,9,18
L104179,2026-02-17,COL,-5,SMB,Paid Search,11-50,14,Operations,161.73,8,18
L104180,2026-02-16,PER,-5,AccountantFirm,Partner Program,11-50,37,Partner,472.49,9,18
L104181,2026-01-08,CRI,-6,SMB,Paid Search,2-10,7,Finance Lead,70.51,8,18
L104182,2026-06-21,MEX,-6,AccountantFirm,Partner Program,Solo,1,Senior Accountant,109.47,9,18
L104183,2026-01-20,PER,-5,SMB,Paid Search,2-10,9,Operations,59.69,8,18
L104184,2026-05-18,COL,-5,SMB,Paid Search,Solo,1,Finance Lead,25.89,8,18
L104185,2026-02-13,PER,-5,SMB,Organic,11-50,19,Owner,190.44,8,18
L104186,2026-03-02,COL,-5,SMB,Paid Search,2-10,3,Owner,82.43,8,18
L104187,2026-02-19,MEX,-6,SMB,Referral,2-10,7,Finance Lead,61.56,8,18
L104188,2026-05-30,COL,-5,SMB,Referral,Solo,1,Owner,36.39,8,18
L104189,2026-01-06,PER,-5,SMB,Paid Search,2-10,10,Finance Lead,64.39,8,18
L104190,2026-03-05,PER,-5,SMB,Marketplace,2-10,9,Owner,88.58,8,18
L104191,2026-02-20,MEX,-6,SMB,Referral,51-200,82,Finance Lead,654.31,8,18
L104192,2026-02-19,COL,-5,AccountantFirm,Partner Program,11-50,27,Senior Accountant,667.89,9,18
L104193,2026-02-04,COL,-5,SMB,Referral,11-50,21,Finance Lead,252.01,8,18
L104194,2026-06-15,MEX,-6,AccountantFirm,Partner Program,11-50,42,Partner,407.48,9,18
L104195,2026-03-10,COL,-5,SMB,Webinar,2-10,6,Owner,58.42,8,18
L104196,2026-03-17,COL,-5,SMB,Marketplace,51-200,116,Owner,547.58,8,18
L104197,2026-03-11,DOM,-4,SMB,Outbound,2-10,2,Owner,67.63,8,18
L104198,2026-06-27,DOM,-4,SMB,Webinar,2-10,7,Owner,59.73,8,18
L104199,2026-03-03,PER,-5,SMB,Outbound,Solo,1,Owner,40.71,8,18
L104200,2026-03-03,MEX,-6,AccountantFirm,Webinar,51-200,117,Senior Accountant,918.97,9,18
L104201,2026-03-01,MEX,-6,SMB,Paid Search,11-50,12,Finance Lead,215.08,8,18
L104202,2026-03-01,MEX,-6,AccountantFirm,Webinar,Solo,1,Partner,63.51,9,18
L104203,2026-01-17,COL,-5,SMB,Paid Search,2-10,3,Owner,103.75,8,18
L104204,2026-04-20,DOM,-4,SMB,Webinar,2-10,8,Finance Lead,54.21,8,18
L104205,2026-01-05,CRI,-6,SMB,Paid Search,2-10,8,Finance Lead,63.54,8,18
L104206,2026-02-10,COL,-5,AccountantFirm,Outbound,Solo,1,Firm Owner,67.08,9,18
L104207,2026-02-06,COL,-5,SMB,Outbound,Solo,1,Operations,31.14,8,18
L104208,2026-02-22,PER,-5,SMB,Webinar,11-50,30,Finance Lead,162.36,8,18
L104209,2026-05-17,MEX,-6,SMB,Marketplace,Solo,1,Owner,38.52,8,18
L104210,2026-04-19,MEX,-6,SMB,Outbound,11-50,41,Operations,145.37,8,18
L104211,2026-06-29,DOM,-4,AccountantFirm,Outbound,Solo,1,Firm Owner,71.49,9,18
L104212,2026-03-05,MEX,-6,AccountantFirm,Organic,11-50,40,Firm Owner,409.77,9,18
L104213,2026-06-18,COL,-5,SMB,Referral,51-200,143,Finance Lead,416.83,8,18
L104214,2026-01-09,CRI,-6,AccountantFirm,Webinar,11-50,19,Firm Owner,308.47,9,18
L104215,2026-04-02,PER,-5,AccountantFirm,Marketplace,11-50,27,Partner,362.53,9,18
L104216,2026-05-25,COL,-5,SMB,Paid Search,Solo,1,Owner,30.03,8,18
L104217,2026-04-07,COL,-5,SMB,Webinar,2-10,9,Owner,45.25,8,18
L104218,2026-06-18,DOM,-4,SMB,Marketplace,Solo,1,Owner,19.0,8,18
L104219,2026-02-26,MEX,-6,SMB,Paid Search,11-50,23,Operations,167.24,8,18
L104220,2026-01-07,MEX,-6,SMB,Webinar,11-50,37,Finance Lead,208.32,8,18
L104221,2026-05-21,MEX,-6,SMB,Paid Search,2-10,9,Owner,75.5,8,18
L104222,2026-01-13,DOM,-4,AccountantFirm,Partner Program,51-200,130,Senior Accountant,484.95,9,18
L104223,2026-05-19,MEX,-6,AccountantFirm,Organic,11-50,31,Partner,361.41,9,18
L104224,2026-05-13,COL,-5,SMB,Paid Search,11-50,18,Owner,118.51,8,18
L104225,2026-06-02,COL,-5,SMB,Paid Search,51-200,125,Owner,376.25,8,18
L104226,2026-03-28,MEX,-6,SMB,Paid Search,11-50,12,Finance Lead,168.68,8,18
L104227,2026-06-12,PER,-5,SMB,Webinar,2-10,3,Finance Lead,68.21,8,18
L104228,2026-01-31,MEX,-6,SMB,Paid Search,2-10,6,Owner,61.24,8,18
L104229,2026-03-20,MEX,-6,SMB,Outbound,11-50,19,Finance Lead,132.89,8,18
L104230,2026-01-23,PER,-5,SMB,Outbound,Solo,1,Owner,37.44,8,18
L104231,2026-05-19,MEX,-6,SMB,Marketplace,Solo,1,Finance Lead,51.04,8,18
L104232,2026-05-10,MEX,-6,SMB,Referral,51-200,103,Operations,763.6,8,18
L104233,2026-05-26,COL,-5,SMB,Marketplace,Solo,1,Owner,45.06,8,18
L104234,2026-05-19,DOM,-4,AccountantFirm,Organic,11-50,25,Partner,228.06,9,18
L104235,2026-02-25,DOM,-4,SMB,Organic,11-50,29,Finance Lead,111.12,8,18
L104236,2026-01-13,CRI,-6,SMB,Referral,2-10,8,Finance Lead,83.54,8,18
L104237,2026-06-18,COL,-5,SMB,Organic,11-50,28,Owner,135.96,8,18
L104238,2026-03-31,MEX,-6,SMB,Webinar,2-10,9,Finance Lead,111.79,8,18
L104239,2026-01-18,COL,-5,SMB,Paid Search,2-10,6,Owner,31.08,8,18
L104240,2026-06-17,PER,-5,SMB,Outbound,11-50,50,Owner,181.65,8,18
L104241,2026-06-29,COL,-5,SMB,Marketplace,51-200,200,Operations,648.58,8,18
L104242,2026-03-22,DOM,-4,SMB,Referral,11-50,28,Owner,170.19,8,18
L104243,2026-05-20,DOM,-4,SMB,Paid Search,2-10,8,Owner,28.55,8,18
L104244,2026-01-07,COL,-5,SMB,Referral,11-50,29,Owner,169.97,8,18
L104245,2026-01-17,MEX,-6,SMB,Webinar,2-10,9,Owner,73.04,8,18
L104246,2026-02-20,COL,-5,SMB,Marketplace,11-50,41,Finance Lead,196.16,8,18
L104247,2026-04-29,MEX,-6,SMB,Marketplace,2-10,5,Operations,88.89,8,18
L104248,2026-01-25,PER,-5,SMB,Marketplace,11-50,23,Owner,258.36,8,18
L104249,2026-01-07,MEX,-6,SMB,Outbound,2-10,9,Finance Lead,90.53,8,18
L104250,2026-05-02,PER,-5,SMB,Webinar,11-50,32,Owner,211.74,8,18
L104251,2026-05-20,COL,-5,SMB,Outbound,51-200,155,Finance Lead,463.15,8,18
L104252,2026-05-14,MEX,-6,SMB,Paid Search,2-10,8,Finance Lead,49.04,8,18
L104253,2026-05-25,PER,-5,SMB,Organic,2-10,3,Owner,58.45,8,18
L104254,2026-05-26,PER,-5,SMB,Organic,2-10,4,Owner,51.59,8,18
L104255,2026-04-20,COL,-5,SMB,Organic,Solo,1,Operations,30.0,8,18
L104256,2026-04-05,DOM,-4,AccountantFirm,Paid Search,11-50,47,Partner,237.13,9,18
L104257,2026-06-05,PER,-5,AccountantFirm,Referral,Solo,1,Senior Accountant,92.42,9,18
L104258,2026-03-04,CRI,-6,AccountantFirm,Organic,2-10,4,Senior Accountant,130.58,9,18
L104259,2026-01-18,DOM,-4,SMB,Paid Search,51-200,181,Finance Lead,493.85,8,18
L104260,2026-05-17,COL,-5,SMB,Referral,2-10,5,Operations,88.49,8,18
L104261,2026-02-19,COL,-5,SMB,Referral,Solo,1,Owner,33.84,8,18
L104262,2026-06-27,DOM,-4,SMB,Outbound,51-200,177,Owner,518.3,8,18
L104263,2026-03-16,MEX,-6,SMB,Paid Search,Solo,1,Owner,30.44,8,18
L104264,2026-06-04,COL,-5,SMB,Outbound,Solo,1,Operations,30.15,8,18
L104265,2026-01-08,COL,-5,SMB,Paid Search,2-10,7,Owner,82.55,8,18
L104266,2026-04-30,MEX,-6,SMB,Outbound,Solo,1,Owner,33.53,8,18
L104267,2026-03-23,MEX,-6,SMB,Webinar,Solo,1,Owner,39.8,8,18
L104268,2026-03-25,MEX,-6,SMB,Organic,11-50,14,Operations,200.87,8,18
L104269,2026-02-18,MEX,-6,AccountantFirm,Partner Program,11-50,21,Partner,523.41,9,18
L104270,2026-06-25,COL,-5,SMB,Outbound,2-10,10,Operations,98.45,8,18
L104271,2026-03-13,PER,-5,SMB,Marketplace,2-10,3,Owner,72.58,8,18
L104272,2026-06-03,MEX,-6,AccountantFirm,Referral,11-50,20,Partner,571.17,9,18
L104273,2026-03-18,COL,-5,SMB,Paid Search,11-50,16,Owner,222.4,8,18
L104274,2026-01-09,MEX,-6,SMB,Paid Search,2-10,7,Operations,46.75,8,18
L104275,2026-06-09,MEX,-6,SMB,Partner Program,2-10,9,Owner,95.06,8,18
L104276,2026-02-03,MEX,-6,SMB,Paid Search,2-10,10,Finance Lead,64.25,8,18
L104277,2026-02-18,MEX,-6,SMB,Webinar,51-200,183,Finance Lead,542.7,8,18
L104278,2026-06-05,DOM,-4,AccountantFirm,Outbound,Solo,1,Senior Accountant,59.93,9,18
L104279,2026-06-11,DOM,-4,AccountantFirm,Referral,2-10,9,Partner,132.15,9,18
L104280,2026-06-15,COL,-5,AccountantFirm,Paid Search,11-50,47,Partner,515.41,9,18
L104281,2026-03-19,COL,-5,AccountantFirm,Outbound,2-10,7,Senior Accountant,170.4,9,18
L104282,2026-05-18,COL,-5,SMB,Organic,Solo,1,Owner,43.19,8,18
L104283,2026-03-01,MEX,-6,AccountantFirm,Outbound,2-10,9,Partner,101.31,9,18
L104284,2026-05-15,MEX,-6,SMB,Organic,2-10,7,Owner,73.17,8,18
L104285,2026-04-01,DOM,-4,SMB,Organic,2-10,3,Finance Lead,50.77,8,18
L104286,2026-01-10,COL,-5,AccountantFirm,Webinar,2-10,2,Senior Accountant,192.58,9,18
L104287,2026-03-17,DOM,-4,AccountantFirm,Referral,11-50,14,Senior Accountant,244.54,9,18
L104288,2026-03-26,COL,-5,AccountantFirm,Referral,2-10,5,Senior Accountant,123.33,9,18
L104289,2026-02-16,MEX,-6,SMB,Webinar,2-10,6,Owner,68.74,8,18
L104290,2026-03-09,DOM,-4,SMB,Marketplace,2-10,7,Owner,90.22,8,18
L104291,2026-04-01,COL,-5,SMB,Referral,Solo,1,Owner,48.35,8,18
L104292,2026-01-09,MEX,-6,SMB,Paid Search,2-10,6,Owner,51.31,8,18
L104293,2026-01-28,MEX,-6,AccountantFirm,Organic,2-10,5,Firm Owner,176.81,9,18
L104294,2026-05-19,DOM,-4,AccountantFirm,Referral,Solo,1,Senior Accountant,87.49,9,18
L104295,2026-03-05,COL,-5,SMB,Referral,2-10,8,Finance Lead,77.44,8,18
L104296,2026-04-21,PER,-5,SMB,Organic,11-50,45,Owner,225.42,8,18
L104297,2026-04-13,PER,-5,SMB,Paid Search,Solo,1,Owner,22.14,8,18
L104298,2026-04-10,CRI,-6,SMB,Marketplace,51-200,84,Operations,459.98,8,18
L104299,2026-03-16,COL,-5,SMB,Organic,2-10,4,Finance Lead,110.0,8,18
L104300,2026-03-29,DOM,-4,AccountantFirm,Webinar,2-10,10,Senior Accountant,179.8,9,18
L104301,2026-05-30,COL,-5,SMB,Paid Search,Solo,1,Finance Lead,31.41,8,18
L104302,2026-06-24,PER,-5,AccountantFirm,Organic,11-50,49,Partner,328.31,9,18
L104303,2026-02-16,MEX,-6,SMB,Outbound,2-10,4,Owner,75.08,8,18
L104304,2026-05-02,COL,-5,AccountantFirm,Organic,Solo,1,Senior Accountant,67.2,9,18
L104305,2026-06-25,COL,-5,SMB,Partner Program,11-50,31,Operations,193.36,8,18
L104306,2026-01-02,CRI,-6,SMB,Referral,11-50,34,Finance Lead,293.73,8,18
L104307,2026-05-23,PER,-5,SMB,Organic,2-10,7,Owner,61.46,8,18
L104308,2026-03-31,MEX,-6,SMB,Organic,Solo,1,Operations,46.51,8,18
L104309,2026-06-25,MEX,-6,AccountantFirm,Outbound,11-50,45,Senior Accountant,305.89,9,18
L104310,2026-04-15,CRI,-6,SMB,Paid Search,2-10,2,Operations,63.37,8,18
L104311,2026-06-01,CRI,-6,SMB,Marketplace,11-50,31,Operations,228.63,8,18
L104312,2026-01-31,CRI,-6,SMB,Referral,Solo,1,Owner,41.21,8,18
L104313,2026-01-26,MEX,-6,SMB,Webinar,Solo,1,Finance Lead,47.5,8,18
L104314,2026-06-17,DOM,-4,SMB,Paid Search,Solo,1,Owner,39.95,8,18
L104315,2026-04-06,PER,-5,SMB,Organic,2-10,3,Owner,81.32,8,18
L104316,2026-04-12,COL,-5,SMB,Webinar,2-10,8,Owner,48.8,8,18
L104317,2026-01-31,MEX,-6,SMB,Marketplace,2-10,7,Finance Lead,94.88,8,18
L104318,2026-02-11,COL,-5,AccountantFirm,Partner Program,Solo,1,Senior Accountant,49.0,9,18
L104319,2026-05-29,MEX,-6,AccountantFirm,Organic,2-10,8,Partner,226.57,9,18
L104320,2026-02-24,CRI,-6,SMB,Partner Program,Solo,1,Owner,26.06,8,18
L104321,2026-04-16,COL,-5,SMB,Referral,2-10,10,Finance Lead,90.36,8,18
L104322,2026-02-27,MEX,-6,AccountantFirm,Outbound,2-10,9,Partner,201.76,9,18
L104323,2026-02-17,COL,-5,SMB,Paid Search,2-10,9,Finance Lead,80.91,8,18
L104324,2026-01-31,PER,-5,AccountantFirm,Webinar,11-50,43,Firm Owner,303.83,9,18
L104325,2026-06-18,CRI,-6,SMB,Paid Search,Solo,1,Owner,31.57,8,18
L104326,2026-06-20,MEX,-6,SMB,Referral,2-10,7,Finance Lead,64.52,8,18
L104327,2026-01-21,DOM,-4,SMB,Webinar,2-10,5,Owner,33.15,8,18
