activity_id,lead_id,activity_at,activity_type,activity_source,rep_id,duration_minutes
A04502X01,L104502,2026-02-06 18:00:00,email,human,AE04,19
A0450300B,L104503,2026-06-05 20:00:00,email,bot,SDR02,0
A04503X00,L104503,2026-06-20 18:00:00,note,human,AE06,8
A04503X01,L104503,2026-06-15 09:00:00,email,human,AE02,43
A04503X02,L104503,2026-06-23 10:00:00,email,human,AE04,37
A04503X03,L104503,2026-06-10 10:00:00,note,human,AE06,57
A0450400B,L104504,2026-05-18 08:00:00,whatsapp,system,,0
A0450400H,L104504,2026-05-16 15:00:00,call,human,SDR02,1
A0450401H,L104504,2026-05-22 15:00:00,call,human,SDR02,3
A04504X00,L104504,2026-05-25 16:00:00,task,human,AE03,52
A04504X01,L104504,2026-05-21 08:00:00,email,human,AE06,37
A04504X02,L104504,2026-05-21 18:00:00,task,human,AE04,33
A0450500B,L104505,2026-04-28 09:00:00,whatsapp,bot,SDR02,0
A0450501B,L104505,2026-04-30 23:00:00,whatsapp,bot,SDR02,0
A0450502B,L104505,2026-04-29 08:00:00,task,bot,SDR02,0
A04505X00,L104505,2026-05-07 14:00:00,whatsapp,human,AE04,59
A04505X01,L104505,2026-05-11 15:00:00,task,human,AE06,15
A0450600B,L104506,2026-04-01 08:00:00,whatsapp,bot,SDR01,0
A0450601B,L104506,2026-04-01 08:00:00,whatsapp,system,,0
A0450600H,L104506,2026-04-04 20:00:00,call,human,SDR01,1
A04506X00,L104506,2026-04-02 08:00:00,note,human,AE04,31
A04506X01,L104506,2026-04-07 11:00:00,email,human,AE03,55
A04506X02,L104506,2026-04-07 15:00:00,email,human,AE01,53
A0450700B,L104507,2026-03-21 04:00:00,email,system,,0
A0450700H,L104507,2026-03-18 18:00:00,call,human,SDR01,1
A0450701H,L104507,2026-03-23 16:00:00,call,human,SDR01,7
A04507X00,L104507,2026-03-18 17:00:00,email,human,AE03,56
A0450800B,L104508,2026-01-05 04:00:00,whatsapp,bot,SDR02,0
A0450801B,L104508,2026-01-07 00:00:00,whatsapp,bot,SDR02,0
A0450800H,L104508,2026-01-13 20:00:00,call,human,SDR02,1
A04508X00,L104508,2026-01-10 13:00:00,whatsapp,human,AE04,15
A0450900B,L104509,2026-02-06 15:00:00,email,system,,0
A0450900H,L104509,2026-02-05 11:00:00,call,human,SDR02,7
A0450901H,L104509,2026-02-13 08:00:00,call,human,SDR02,1
A04509X00,L104509,2026-02-09 08:00:00,email,human,AE06,41
A04509X01,L104509,2026-02-06 15:00:00,whatsapp,human,AE04,29
A04509X02,L104509,2026-02-18 18:00:00,email,human,AE05,24
A0451000B,L104510,2026-06-12 11:00:00,whatsapp,system,,0
A0451001B,L104510,2026-06-15 08:00:00,whatsapp,bot,SDR02,0
A04510X00,L104510,2026-06-30 12:00:00,whatsapp,human,AE03,22
A04510X01,L104510,2026-06-17 08:00:00,email,human,AE01,45
A04510X02,L104510,2026-06-20 08:00:00,whatsapp,human,AE01,57
A04510X03,L104510,2026-06-19 17:00:00,whatsapp,human,AE02,19
A0451100B,L104511,2026-03-03 03:00:00,email,bot,SDR02,0
A0451100H,L104511,2026-03-05 10:00:00,call,human,SDR02,1
A0451101H,L104511,2026-03-05 17:00:00,call,human,SDR02,2
A04511X00,L104511,2026-03-08 11:00:00,whatsapp,human,AE04,41
A04511X01,L104511,2026-03-16 09:00:00,meeting,human,AE03,8
A04511X02,L104511,2026-03-03 09:00:00,task,human,AE01,7
A0451200B,L104512,2026-05-09 02:00:00,email,system,,0
A0451201B,L104512,2026-05-09 19:00:00,task,bot,SDR02,0
A0451200H,L104512,2026-05-17 18:00:00,call,human,SDR02,1
A04512X00,L104512,2026-05-15 13:00:00,note,human,AE01,8
A04512X01,L104512,2026-05-16 14:00:00,task,human,AE06,12
A04512X02,L104512,2026-05-08 16:00:00,meeting,human,AE02,39
A0451300B,L104513,2026-05-09 20:00:00,task,system,,0
A0451301B,L104513,2026-05-10 11:00:00,email,bot,SDR01,0
A0451300H,L104513,2026-05-16 08:00:00,call,human,SDR01,5
A0451301H,L104513,2026-05-19 17:00:00,call,human,SDR01,3
A0451302H,L104513,2026-05-20 11:00:00,call,human,AE01,1
A0451303H,L104513,2026-05-08 08:00:00,call,human,AE01,5
A0451304H,L104513,2026-05-11 13:00:00,call,human,AE01,1
A04513X00,L104513,2026-05-08 18:00:00,meeting,human,AE03,46
A04513X01,L104513,2026-05-11 13:00:00,email,human,AE01,13
A04513X02,L104513,2026-05-18 12:00:00,meeting,human,AE03,42
A04513X03,L104513,2026-05-26 14:00:00,meeting,human,AE04,18
A0451400B,L104514,2026-02-26 15:00:00,whatsapp,system,,0
A0451400H,L104514,2026-02-26 16:00:00,call,human,SDR02,4
A0451401H,L104514,2026-03-01 20:00:00,call,human,SDR02,1
A04514X00,L104514,2026-02-26 15:00:00,whatsapp,human,AE05,22
A04514X01,L104514,2026-03-12 18:00:00,whatsapp,human,AE03,7
A04514X02,L104514,2026-03-05 15:00:00,whatsapp,human,AE01,14
A0451500B,L104515,2026-02-06 07:00:00,email,system,,0
A0451500H,L104515,2026-02-15 18:00:00,call,human,SDR02,6
A0451501H,L104515,2026-02-07 09:00:00,call,human,SDR02,7
A04515X00,L104515,2026-02-24 11:00:00,email,human,AE09,37
A04515X01,L104515,2026-02-12 11:00:00,email,human,AE08,31
A04515X02,L104515,2026-02-12 16:00:00,whatsapp,human,AE08,52
A0451600B,L104516,2026-05-07 23:00:00,task,bot,SDR01,0
A0451600H,L104516,2026-05-10 20:00:00,call,human,SDR01,6
A0451601H,L104516,2026-05-15 12:00:00,call,human,SDR01,1
A0451602H,L104516,2026-05-16 18:00:00,call,human,AE02,4
A0451603H,L104516,2026-05-10 20:00:00,call,human,AE01,1
A0451604H,L104516,2026-05-15 11:00:00,call,human,AE02,1
A04516X00,L104516,2026-05-09 12:00:00,meeting,human,AE04,7
A0451700B,L104517,2026-01-17 19:00:00,email,system,,0
A0451700H,L104517,2026-01-17 16:00:00,call,human,SDR02,7
A0451701H,L104517,2026-01-25 11:00:00,call,human,SDR02,3
A0451702H,L104517,2026-01-24 12:00:00,call,human,AE07,8
A04517X00,L104517,2026-01-27 13:00:00,task,human,AE08,19
A04517X01,L104517,2026-01-23 14:00:00,email,human,AE07,11
A04517X02,L104517,2026-01-21 12:00:00,meeting,human,AE09,33
A0451800B,L104518,2026-04-01 00:00:00,task,system,,0
A0451800H,L104518,2026-04-04 08:00:00,call,human,SDR01,6
A0451801H,L104518,2026-04-11 16:00:00,call,human,SDR01,8
A0451802H,L104518,2026-04-02 18:00:00,call,human,AE07,1
A0451803H,L104518,2026-04-05 12:00:00,call,human,AE08,5
A04519X00,L104519,2026-06-19 11:00:00,task,human,AE06,37
A0452000B,L104520,2026-05-09 13:00:00,whatsapp,system,,0
A0452000H,L104520,2026-05-10 19:00:00,call,human,SDR02,1
A0452001H,L104520,2026-05-20 15:00:00,call,human,SDR02,7
A0452100B,L104521,2026-05-19 11:00:00,task,bot,SDR02,0
A0452101B,L104521,2026-05-22 14:00:00,email,bot,SDR02,0
A0452100H,L104521,2026-05-25 13:00:00,call,human,SDR02,10
A0452101H,L104521,2026-05-28 12:00:00,call,human,SDR02,7
A0452102H,L104521,2026-06-01 18:00:00,call,human,AE07,1
A0452103H,L104521,2026-05-22 15:00:00,call,human,AE07,7
A0452104H,L104521,2026-05-23 09:00:00,call,human,AE07,1
A04521X00,L104521,2026-05-30 19:00:00,whatsapp,human,AE07,45
A04521X01,L104521,2026-05-19 12:00:00,task,human,AE08,33
A04521X02,L104521,2026-06-07 17:00:00,task,human,AE08,7
A0452200H,L104522,2026-01-18 12:00:00,call,human,SDR02,6
A0452201H,L104522,2026-01-17 14:00:00,call,human,SDR02,1
A04522X00,L104522,2026-01-26 14:00:00,whatsapp,human,AE02,35
A0452300H,L104523,2026-02-06 09:00:00,call,human,SDR01,1
A0452301H,L104523,2026-02-14 20:00:00,call,human,SDR01,7
A04523X00,L104523,2026-02-17 18:00:00,task,human,AE03,7
A04523X01,L104523,2026-02-17 13:00:00,email,human,AE01,34
A04523X02,L104523,2026-02-22 14:00:00,email,human,AE04,23
A04523X03,L104523,2026-02-07 18:00:00,task,human,AE06,36
A0452400H,L104524,2026-03-03 11:00:00,call,human,SDR03,1
A0452401H,L104524,2026-02-26 08:00:00,call,human,SDR03,1
A0452402H,L104524,2026-02-23 13:00:00,call,human,AE09,1
A0452403H,L104524,2026-02-27 11:00:00,call,human,AE09,5
A04524X00,L104524,2026-02-26 09:00:00,meeting,human,AE09,29
A04524X01,L104524,2026-03-05 15:00:00,whatsapp,human,AE08,13
A0452500H,L104525,2026-02-22 16:00:00,call,human,SDR01,9
A0452501H,L104525,2026-03-04 14:00:00,call,human,SDR01,1
A0452502H,L104525,2026-03-04 19:00:00,call,human,AE09,6
A04525X00,L104525,2026-03-05 14:00:00,email,human,AE09,54
A04525X01,L104525,2026-02-25 15:00:00,whatsapp,human,AE08,23
A04525X02,L104525,2026-03-10 08:00:00,email,human,AE09,51
A04525X03,L104525,2026-03-01 09:00:00,task,human,AE09,40
A0452600B,L104526,2026-02-05 17:00:00,task,system,,0
A0452600H,L104526,2026-02-16 19:00:00,call,human,SDR01,1
A0452601H,L104526,2026-02-10 08:00:00,call,human,SDR01,1
A04526X00,L104526,2026-02-07 10:00:00,note,human,AE03,14
A04526X01,L104526,2026-02-24 09:00:00,note,human,AE01,53
A0452700B,L104527,2026-06-26 09:00:00,task,system,,0
A0452700H,L104527,2026-07-05 21:00:00,call,human,SDR02,6
A0452701H,L104527,2026-07-01 16:00:00,call,human,SDR02,9
A0452702H,L104527,2026-07-08 11:00:00,call,human,AE07,1
A0452800B,L104528,2026-02-01 14:00:00,email,bot,SDR01,0
A0452801B,L104528,2026-02-02 19:00:00,task,bot,SDR01,0
A0452802B,L104528,2026-01-31 04:00:00,task,bot,SDR01,0
A0452800H,L104528,2026-01-30 21:00:00,call,human,SDR01,9
A04528X00,L104528,2026-02-12 14:00:00,whatsapp,human,AE07,22
A04528X01,L104528,2026-02-02 18:00:00,task,human,AE08,52
A04528X02,L104528,2026-02-18 14:00:00,note,human,AE09,34
A04528X03,L104528,2026-02-14 11:00:00,meeting,human,AE09,5
A0452900B,L104529,2026-05-11 12:00:00,task,bot,SDR04,0
A0452901B,L104529,2026-05-10 11:00:00,whatsapp,system,,0
A0452902B,L104529,2026-05-11 22:00:00,email,bot,SDR04,0
A0452900H,L104529,2026-05-11 15:00:00,call,human,SDR04,6
A0452901H,L104529,2026-05-10 10:00:00,call,human,SDR04,1
A04529X00,L104529,2026-05-19 15:00:00,email,human,AE09,51
A04529X01,L104529,2026-05-15 17:00:00,note,human,AE09,22
A04529X02,L104529,2026-05-19 11:00:00,note,human,AE08,32
A0453000H,L104530,2026-04-23 15:00:00,call,human,SDR02,9
A0453001H,L104530,2026-04-27 13:00:00,call,human,SDR02,6
A0453002H,L104530,2026-04-19 15:00:00,call,human,AE09,7
A04530X00,L104530,2026-05-05 17:00:00,email,human,AE09,19
A0453100B,L104531,2026-04-24 10:00:00,task,bot,SDR02,0
A0453100H,L104531,2026-04-22 20:00:00,call,human,SDR02,1
A0453101H,L104531,2026-04-28 09:00:00,call,human,SDR02,5
A04531X00,L104531,2026-04-30 08:00:00,task,human,AE01,22
A04531X01,L104531,2026-05-03 13:00:00,task,human,AE05,14
A04531X02,L104531,2026-05-02 08:00:00,email,human,AE06,55
A04531X03,L104531,2026-04-22 10:00:00,email,human,AE03,16
A04532X00,L104532,2026-02-25 09:00:00,whatsapp,human,AE03,51
A04532X01,L104532,2026-02-08 13:00:00,email,human,AE05,9
A04532X02,L104532,2026-02-25 16:00:00,whatsapp,human,AE02,24
A0453300B,L104533,2026-02-27 01:00:00,email,system,,0
A0453301B,L104533,2026-02-27 17:00:00,email,system,,0
A04533X00,L104533,2026-03-05 12:00:00,task,human,AE05,50
A04533X01,L104533,2026-02-27 17:00:00,whatsapp,human,AE02,57
A04533X02,L104533,2026-03-12 09:00:00,whatsapp,human,AE06,41
A0453400B,L104534,2026-04-20 12:00:00,email,system,,0
A0453400H,L104534,2026-04-27 18:00:00,call,human,SDR04,7
A0453401H,L104534,2026-04-26 20:00:00,call,human,SDR04,4
A0453402H,L104534,2026-04-30 18:00:00,call,human,AE06,4
A0453403H,L104534,2026-05-02 16:00:00,call,human,AE06,1
A04534X00,L104534,2026-05-08 18:00:00,email,human,AE06,23
A0453500B,L104535,2026-02-24 04:00:00,task,system,,0
A0453500H,L104535,2026-03-02 15:00:00,call,human,SDR02,5
A0453600B,L104536,2026-05-08 06:00:00,email,system,,0
A0453601B,L104536,2026-05-08 20:00:00,whatsapp,system,,0
A0453602B,L104536,2026-05-08 12:00:00,whatsapp,bot,SDR01,0
A0453600H,L104536,2026-05-06 13:00:00,call,human,SDR01,10
A04536X00,L104536,2026-05-07 14:00:00,email,human,AE08,21
A04536X01,L104536,2026-05-18 16:00:00,email,human,AE09,37
A04536X02,L104536,2026-05-14 18:00:00,email,human,AE08,56
A0453700H,L104537,2026-01-11 12:00:00,call,human,SDR01,10
A0453701H,L104537,2026-01-20 17:00:00,call,human,SDR01,9
A04537X00,L104537,2026-01-24 19:00:00,email,human,AE09,8
A04537X01,L104537,2026-01-16 11:00:00,whatsapp,human,AE09,52
A04537X02,L104537,2026-01-16 08:00:00,whatsapp,human,AE08,37
A0453800H,L104538,2026-01-25 17:00:00,call,human,SDR04,1
A0453801H,L104538,2026-01-15 20:00:00,call,human,SDR04,6
A0453802H,L104538,2026-01-15 11:00:00,call,human,AE06,7
A04538X00,L104538,2026-02-01 13:00:00,email,human,AE06,11
A0453900B,L104539,2026-05-14 05:00:00,email,bot,SDR01,0
A0453901B,L104539,2026-05-14 07:00:00,whatsapp,system,,0
A0453902B,L104539,2026-05-13 16:00:00,whatsapp,bot,SDR01,0
A0453900H,L104539,2026-05-19 10:00:00,call,human,SDR01,7
A04539X00,L104539,2026-05-30 16:00:00,whatsapp,human,AE05,28
A04539X01,L104539,2026-05-16 10:00:00,meeting,human,AE02,47
A04539X02,L104539,2026-05-25 08:00:00,task,human,AE04,34
A0454000B,L104540,2026-04-23 13:00:00,email,bot,SDR01,0
A0454001B,L104540,2026-04-24 13:00:00,whatsapp,system,,0
A0454002B,L104540,2026-04-22 13:00:00,email,bot,SDR01,0
A0454000H,L104540,2026-05-01 18:00:00,call,human,SDR01,2
A0454001H,L104540,2026-05-05 13:00:00,call,human,SDR01,1
A0454002H,L104540,2026-04-26 21:00:00,call,human,AE02,7
A0454003H,L104540,2026-04-25 08:00:00,call,human,AE03,8
A0454004H,L104540,2026-04-29 13:00:00,call,human,AE06,1
A04540X00,L104540,2026-05-06 19:00:00,whatsapp,human,AE02,32
A04540X01,L104540,2026-05-09 16:00:00,note,human,AE06,52
A04541X00,L104541,2026-01-08 14:00:00,task,human,AE06,33
A0454200B,L104542,2026-06-13 15:00:00,email,system,,0
A0454200H,L104542,2026-06-24 13:00:00,call,human,SDR02,9
A0454201H,L104542,2026-06-14 10:00:00,call,human,SDR02,5
A0454202H,L104542,2026-06-17 11:00:00,call,human,AE06,1
A0454203H,L104542,2026-06-18 16:00:00,call,human,AE05,1
A0454204H,L104542,2026-06-16 09:00:00,call,human,AE06,1
A04542X00,L104542,2026-06-16 14:00:00,email,human,AE03,20
A04542X01,L104542,2026-06-15 10:00:00,email,human,AE01,14
A04542X02,L104542,2026-07-01 11:00:00,email,human,AE06,40
A0454300B,L104543,2026-01-01 03:00:00,whatsapp,system,,0
A0454301B,L104543,2026-01-03 06:00:00,email,bot,SDR01,0
A0454302B,L104543,2026-01-01 09:00:00,email,bot,SDR01,0
A0454300H,L104543,2026-01-04 10:00:00,call,human,SDR01,1
A0454301H,L104543,2026-01-03 14:00:00,call,human,SDR01,5
A0454302H,L104543,2026-01-08 10:00:00,call,human,AE04,1
A04543X00,L104543,2026-01-13 09:00:00,email,human,AE03,52
A04543X01,L104543,2026-01-18 15:00:00,email,human,AE01,17
A0454400B,L104544,2026-06-24 23:00:00,whatsapp,bot,SDR01,0
A0454400H,L104544,2026-06-30 10:00:00,call,human,SDR01,4
A0454401H,L104544,2026-07-04 08:00:00,call,human,SDR01,1
A0454402H,L104544,2026-07-01 08:00:00,call,human,AE05,1
A04544X00,L104544,2026-07-05 13:00:00,whatsapp,human,AE01,35
A04544X01,L104544,2026-07-04 12:00:00,note,human,AE05,8
A04544X02,L104544,2026-06-23 15:00:00,meeting,human,AE03,53
A0454500B,L104545,2026-05-13 19:00:00,task,bot,SDR02,0
A0454501B,L104545,2026-05-14 01:00:00,task,bot,SDR02,0
A0454500H,L104545,2026-05-17 19:00:00,call,human,SDR02,6
A0454501H,L104545,2026-05-14 16:00:00,call,human,SDR02,8
A04545X00,L104545,2026-05-22 08:00:00,email,human,AE07,20
A0454600H,L104546,2026-07-06 08:00:00,call,human,SDR02,1
A0454700B,L104547,2026-06-21 05:00:00,whatsapp,system,,0
A0454700H,L104547,2026-07-03 12:00:00,call,human,SDR02,1
A0454701H,L104547,2026-06-21 11:00:00,call,human,SDR02,1
A04547X00,L104547,2026-06-25 14:00:00,task,human,AE02,50
A04547X01,L104547,2026-06-30 11:00:00,whatsapp,human,AE05,11
A04547X02,L104547,2026-07-10 17:00:00,meeting,human,AE04,17
A0454800B,L104548,2026-02-28 20:00:00,email,bot,SDR01,0
A0454800H,L104548,2026-03-06 11:00:00,call,human,SDR01,2
A0454801H,L104548,2026-03-09 12:00:00,call,human,SDR01,5
A0454802H,L104548,2026-02-27 21:00:00,call,human,AE03,3
A04548X00,L104548,2026-03-09 19:00:00,task,human,AE01,57
A0454900B,L104549,2026-05-17 23:00:00,email,bot,SDR02,0
A0454901B,L104549,2026-05-17 16:00:00,whatsapp,system,,0
A0454902B,L104549,2026-05-20 09:00:00,task,bot,SDR02,0
A0454900H,L104549,2026-05-27 12:00:00,call,human,SDR02,1
A0454901H,L104549,2026-05-24 14:00:00,call,human,SDR02,1
A0454902H,L104549,2026-05-28 15:00:00,call,human,AE06,3
A04549X00,L104549,2026-06-04 11:00:00,whatsapp,human,AE02,59
A04549X01,L104549,2026-05-21 16:00:00,email,human,AE03,51
A04549X02,L104549,2026-05-30 12:00:00,task,human,AE06,60
A0455000B,L104550,2026-02-11 04:00:00,task,system,,0
A0455000H,L104550,2026-02-13 10:00:00,call,human,SDR02,9
A0455001H,L104550,2026-02-13 10:00:00,call,human,SDR02,1
A0455002H,L104550,2026-02-13 14:00:00,call,human,AE08,1
A0455003H,L104550,2026-02-11 09:00:00,call,human,AE09,8
A04550X00,L104550,2026-02-17 15:00:00,email,human,AE08,23
A04550X01,L104550,2026-02-16 19:00:00,note,human,AE09,33
A0455100B,L104551,2026-03-28 09:00:00,task,bot,SDR01,0
A0455101B,L104551,2026-03-27 21:00:00,task,system,,0
A0455100H,L104551,2026-04-04 20:00:00,call,human,SDR01,8
A0455101H,L104551,2026-04-03 17:00:00,call,human,SDR01,7
A0455102H,L104551,2026-03-29 10:00:00,call,human,AE09,3
A0455103H,L104551,2026-04-03 12:00:00,call,human,AE08,7
A0455104H,L104551,2026-04-08 09:00:00,call,human,AE07,1
A0455105H,L104551,2026-03-29 14:00:00,call,human,AE08,9
A0455200B,L104552,2026-02-15 17:00:00,whatsapp,bot,SDR02,0
A0455201B,L104552,2026-02-15 21:00:00,email,system,,0
A0455200H,L104552,2026-02-22 20:00:00,call,human,SDR02,7
A0455201H,L104552,2026-02-16 16:00:00,call,human,SDR02,6
A04552X00,L104552,2026-02-15 08:00:00,email,human,AE04,47
A04552X01,L104552,2026-02-23 17:00:00,note,human,AE03,13
A04552X02,L104552,2026-03-01 08:00:00,email,human,AE01,6
A0455300B,L104553,2026-03-29 05:00:00,task,bot,SDR01,0
A0455301B,L104553,2026-03-31 12:00:00,task,bot,SDR01,0
A0455300H,L104553,2026-04-10 16:00:00,call,human,SDR01,1
A0455301H,L104553,2026-04-03 21:00:00,call,human,SDR01,1
A0455302H,L104553,2026-03-31 20:00:00,call,human,AE05,1
A0455303H,L104553,2026-04-11 11:00:00,call,human,AE05,9
A04553X00,L104553,2026-04-04 10:00:00,email,human,AE05,25
A04553X01,L104553,2026-04-17 10:00:00,task,human,AE06,10
A0455400B,L104554,2026-06-08 12:00:00,task,bot,SDR02,0
A0455400H,L104554,2026-06-07 12:00:00,call,human,SDR02,4
A04554X00,L104554,2026-06-23 13:00:00,meeting,human,AE04,10
A04554X01,L104554,2026-06-19 17:00:00,task,human,AE06,9
A0455500B,L104555,2026-03-22 16:00:00,whatsapp,bot,SDR01,0
A0455501B,L104555,2026-03-21 07:00:00,task,bot,SDR01,0
A0455502B,L104555,2026-03-22 11:00:00,whatsapp,bot,SDR01,0
A0455500H,L104555,2026-04-02 18:00:00,call,human,SDR01,1
A0455501H,L104555,2026-04-02 10:00:00,call,human,SDR01,1
A04555X00,L104555,2026-04-07 17:00:00,task,human,AE06,14
A04555X01,L104555,2026-04-07 10:00:00,note,human,AE05,37
A04555X02,L104555,2026-04-06 17:00:00,meeting,human,AE04,53
A0455600B,L104556,2026-01-19 19:00:00,whatsapp,system,,0
A0455600H,L104556,2026-01-28 10:00:00,call,human,SDR01,1
A04556X00,L104556,2026-01-19 15:00:00,email,human,AE04,57
A0455700B,L104557,2026-03-02 16:00:00,whatsapp,bot,SDR02,0
A0455701B,L104557,2026-02-28 08:00:00,task,bot,SDR02,0
A0455700H,L104557,2026-03-09 20:00:00,call,human,SDR02,5
A0455701H,L104557,2026-02-28 10:00:00,call,human,SDR02,1
A0455800B,L104558,2026-05-25 03:00:00,whatsapp,bot,SDR01,0
A0455800H,L104558,2026-06-03 13:00:00,call,human,SDR01,1
A0455801H,L104558,2026-05-26 10:00:00,call,human,SDR01,1
A04558X00,L104558,2026-06-01 10:00:00,email,human,AE02,30
A04558X01,L104558,2026-06-04 17:00:00,whatsapp,human,AE03,28
A04558X02,L104558,2026-06-09 09:00:00,note,human,AE01,60
A04558X03,L104558,2026-06-01 18:00:00,task,human,AE02,19
A0455900B,L104559,2026-04-06 16:00:00,whatsapp,system,,0
A0455900H,L104559,2026-04-13 14:00:00,call,human,SDR01,3
A0455901H,L104559,2026-04-11 17:00:00,call,human,SDR01,6
A04559X00,L104559,2026-04-09 18:00:00,task,human,AE04,8
A04559X01,L104559,2026-04-11 10:00:00,email,human,AE01,40
A04559X02,L104559,2026-04-12 16:00:00,whatsapp,human,AE06,27
A0456000H,L104560,2026-04-14 09:00:00,call,human,SDR01,1
A0456100B,L104561,2026-03-20 17:00:00,whatsapp,system,,0
A0456100H,L104561,2026-04-01 14:00:00,call,human,SDR01,1
A0456101H,L104561,2026-03-31 12:00:00,call,human,SDR01,5
A04561X00,L104561,2026-03-30 09:00:00,email,human,AE02,29
A0456200B,L104562,2026-02-25 02:00:00,email,bot,SDR02,0
A0456201B,L104562,2026-02-23 16:00:00,task,bot,SDR02,0
A0456202B,L104562,2026-02-24 10:00:00,whatsapp,system,,0
A0456300B,L104563,2026-04-21 01:00:00,task,system,,0
A0456300H,L104563,2026-05-02 18:00:00,call,human,SDR01,5
A0456301H,L104563,2026-04-24 12:00:00,call,human,SDR01,6
A04563X00,L104563,2026-04-22 12:00:00,email,human,AE02,53
A04563X01,L104563,2026-05-06 18:00:00,whatsapp,human,AE01,52
A04563X02,L104563,2026-05-08 18:00:00,whatsapp,human,AE03,49
A0456400H,L104564,2026-05-01 10:00:00,call,human,SDR02,6
A04564X00,L104564,2026-05-09 13:00:00,meeting,human,AE03,20
A0456500H,L104565,2026-06-14 18:00:00,call,human,SDR02,3
A0456501H,L104565,2026-06-19 11:00:00,call,human,SDR02,1
A0456600B,L104566,2026-04-23 19:00:00,task,bot,SDR04,0
A0456601B,L104566,2026-04-22 06:00:00,task,system,,0
A0456602B,L104566,2026-04-24 00:00:00,whatsapp,bot,SDR04,0
A0456600H,L104566,2026-04-27 09:00:00,call,human,SDR04,3
A04566X00,L104566,2026-04-22 09:00:00,email,human,AE06,48
A04566X01,L104566,2026-05-08 14:00:00,email,human,AE03,8
A04566X02,L104566,2026-05-11 16:00:00,note,human,AE06,53
A0456700B,L104567,2026-06-30 20:00:00,whatsapp,bot,SDR02,0
A0456701B,L104567,2026-07-03 21:00:00,email,bot,SDR02,0
A0456702B,L104567,2026-07-01 01:00:00,email,system,,0
A0456700H,L104567,2026-06-30 13:00:00,call,human,SDR02,1
A0456701H,L104567,2026-07-11 09:00:00,call,human,SDR02,9
A0456800B,L104568,2026-06-01 05:00:00,whatsapp,bot,SDR01,0
A0456800H,L104568,2026-06-07 21:00:00,call,human,SDR01,1
A0456801H,L104568,2026-06-06 14:00:00,call,human,SDR01,8
A0456802H,L104568,2026-06-08 20:00:00,call,human,AE07,3
A04568X00,L104568,2026-06-05 08:00:00,whatsapp,human,AE08,11
A04568X01,L104568,2026-06-14 17:00:00,note,human,AE08,15
A04568X02,L104568,2026-06-02 10:00:00,email,human,AE07,49
A04568X03,L104568,2026-06-03 11:00:00,email,human,AE09,19
A0456900B,L104569,2026-01-15 02:00:00,task,bot,SDR02,0
A0456900H,L104569,2026-01-17 18:00:00,call,human,SDR02,2
A0456901H,L104569,2026-01-19 08:00:00,call,human,SDR02,7
A0456902H,L104569,2026-01-22 15:00:00,call,human,AE03,1
A04569X00,L104569,2026-02-03 18:00:00,task,human,AE01,43
A0457000B,L104570,2026-03-13 17:00:00,whatsapp,system,,0
A0457000H,L104570,2026-03-14 08:00:00,call,human,SDR01,1
A0457001H,L104570,2026-03-18 12:00:00,call,human,SDR01,1
A0457002H,L104570,2026-03-18 14:00:00,call,human,AE08,7
